interval,trigger_observed,predictor_pressure_change,predictor_flow_change_kg_s,shadow_correction_evaluated,proposed_authority,reason,rollback_required,corrected_candidate_committed,untargeted_branch_disagreement,branch_overrides,previous_phase_holds,hysteresis_releases,shadow_iterations,shadow_converged,shadow_line_search_exhausted,shadow_pressure_residual,shadow_flow_residual_kg_s,shadow_mass_closure_kg_s,shadow_energy_ownership_w
559,False,0.00071551442551732135,0.18585075905951953,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
560,False,0.00071366595515679246,0.18539753885096388,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
561,False,0.00071182319381835957,0.18494554239441641,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
562,False,0.00070998609135426455,0.18449472533126254,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
563,False,0.00070815469279069754,0.18404516927228087,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
564,False,0.00070632891025411741,0.18359677483476844,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
565,False,0.00070450879010323041,0.18314962819562197,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
566,False,0.00070269424560909699,0.18270363257926192,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
567,False,0.00070088529512819504,0.18225883954846722,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
568,False,0.0006990819462116475,0.18181527712141587,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
569,False,0.00069728408567500263,0.18137281560717611,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
570,False,0.00069549182539868756,0.18093163142742696,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
571,False,0.00069370501392750463,0.18049153610718349,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
572,False,0.00069192373551227922,0.18005267210844522,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
573,False,0.00069014793216197305,0.17961497585969255,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
574,False,0.0006883775576215892,0.17917840923576023,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
575,False,0.00068661262940232677,0.17874302115825458,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
576,False,0.00068485315546354451,0.17830883796813168,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
577,False,0.00068309905180755038,0.17787576556401063,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
578,False,0.00068135033777281932,0.17744385664934725,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
579,False,0.00067960699352625175,0.17701310405698223,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
580,False,0.00067786900051813978,0.17658350168710513,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
581,False,0.00067613636802960953,0.17615508106314337,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
582,False,0.00067440901432486253,0.17572775154133069,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
583,False,0.00067268695904756817,0.17530156703389821,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
584,False,0.00067097018406065952,0.17487652090989059,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
585,False,0.00066925867095830025,0.17445260828827713,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
586,False,0.00066755240233391257,0.17402982516398424,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
587,False,0.00066585136027138669,0.17360816744718477,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
588,False,0.00066415552745882091,0.17318763205099685,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
589,False,0.00066246488681906131,0.17276821527843822,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
590,False,0.00066077942107773107,0.17234991418195023,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
591,False,0.00065909911318262854,0.17193272550599659,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
592,False,0.00065742394646177351,0.1715166458121189,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
593,False,0.00065575393122894109,0.17110170776061295,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
594,False,0.00065408898859372212,0.17068782244041358,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
595,False,0.00065242916627455819,0.17027507859222624,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
596,False,0.00065077441218093263,0.16986342040792124,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
597,False,0.00064912471150554009,0.16945284960462459,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
598,False,0.00064748004903079253,0.16904336587447233,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
599,False,0.00064584040939462027,0.16863496776204556,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
600,False,0.00064420580419444369,0.16822768833628743,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
601,False,0.00064257615583464722,0.16782144010755928,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
602,False,0.00064095151251514269,0.16741631168525828,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
603,False,0.00063933182317340079,0.16701224755161093,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
604,False,0.00063771707415311333,0.16660924996233462,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
605,False,0.00063610727736627699,0.16620735368138639,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
606,False,0.00063450238412961235,0.16580650736449343,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
607,False,0.00063290238097434405,0.16540671583510402,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
608,False,0.00063130725473119936,0.16500798008092943,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
609,False,0.0006297170179831264,0.16461033425099458,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
610,False,0.00062813162195425229,0.16421372759032238,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
611,False,0.00062655108099705036,0.16381819895804028,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
612,False,0.0006249753477164078,0.1634237001194947,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
613,False,0.00062340440992246721,0.16303023708280762,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
614,False,0.00062183828221369631,0.16263784624658228,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
615,False,0.0006202769169971437,0.16224647860622099,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
616,False,0.00061872030250160483,0.16185613909647145,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
617,False,0.00061716845303134949,0.16146686392022502,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
618,False,0.0006156213481794331,0.16107863857268967,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
619,False,0.00061407894210008414,0.16069141896002748,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
620,False,0.00061254122490406084,0.16030521287029842,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
621,False,0.00061100821146424847,0.15992005790468511,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
622,False,0.00060947988203148974,0.15953594040729513,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
623,False,0.00060795619211346098,0.15915281731014375,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
624,False,0.00060643715824890186,0.15877073102672057,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
625,False,0.00060492273585882844,0.15838963597832389,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
626,False,0.00060341294115515696,0.15800957385459924,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
627,False,0.00060190775607808539,0.15763053286809736,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
628,False,0.00060040713695836659,0.15725247170303192,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
629,False,0.00059891110127712496,0.15687543270587412,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
630,False,0.00059741963128926638,0.15649940579646682,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
631,False,0.00059593268407935574,0.1561243499442071,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
632,False,0.00059445030377898108,0.15575034208137595,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
633,False,0.00059297241340866438,0.15537729016057256,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
634,False,0.00059149900590154205,0.15500520739760759,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
635,False,0.00059003012478962423,0.15463416826656839,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
636,False,0.00058856569307015659,0.15426407938628017,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
637,False,0.0005871057561195772,0.15389502112725495,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
638,False,0.00058565021257076986,0.15352686961409745,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
639,False,0.00058419914125076009,0.15315975484878663,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
640,False,0.00058275249210781757,0.15279361647787937,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
641,False,0.00058131025068331734,0.15242845167864516,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
642,False,0.00057987240328260094,0.15206425817876834,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
643,False,0.00057843891038618215,0.15170099979127372,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
644,False,0.00057700981707529714,0.15133875526584006,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
645,False,0.00057558507533951293,0.15097746896066155,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
646,False,0.00057416464644441671,0.15061710695806596,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
647,False,0.00057274857658951147,0.15025774959013916,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
648,False,0.00057133679212363522,0.14989930852169664,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
649,False,0.00056992933966342103,0.14954186474591324,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
650,False,0.00056852617196145568,0.14918536511538605,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
651,False,0.00056712727736772878,0.1488298100395582,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
652,False,0.00056573264342202648,0.14847519967190692,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
653,False,0.00056434225837217024,0.14812153224397662,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
654,False,0.00056295613509423092,0.14776883996489687,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
655,False,0.00056157420344341556,0.14741704018450719,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
656,False,0.00056019651081531659,0.14706621690407928,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
657,False,0.00055882301224313832,0.1467163187230085,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
658,False,0.00055745372204864328,0.14636738094640123,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
659,False,0.00055608857135210727,0.14601932333204104,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
660,False,0.00055472760853779695,0.14567223150390873,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
661,False,0.00055337078907143468,0.145326054402517,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
662,False,0.00055201812791830891,0.14498082808069057,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
663,False,0.00055066955709702004,0.14463647263193025,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
664,False,0.00054932512502429759,0.14429307359728227,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
665,False,0.00054798481268862414,0.14395061356339056,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
666,False,0.00054664855327481133,0.14360901510769963,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
667,False,0.00054531642033994146,0.1432683976959197,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
668,False,0.00054398831376039996,0.14292863198681971,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
669,False,0.00054266428287256304,0.14258980605472971,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
670,False,0.00054134431012006366,0.14225190530731879,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
671,False,0.00054002835477522072,0.14191488677204234,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
672,False,0.00053871640903780467,0.14157875742034776,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
673,False,0.00053740848889812756,0.14124355364310759,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
674,False,0.00053610457845508529,0.14090926278146299,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
675,False,0.00053480463724786857,0.14057584362944908,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
676,False,0.00053350865851830318,0.14024330428924259,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
677,False,0.00053221665884073909,0.13991168072993787,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
678,False,0.00053092862220106059,0.13958096162633638,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
679,False,0.00052964450924950662,0.13925110548723296,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
680,False,0.00052836433811449368,0.13892215341292058,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
681,False,0.00052708809395091572,0.13859409560211589,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
682,False,0.00052581571345411665,0.13826685998805033,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
683,False,0.00052454727148252428,0.13794056699458679,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
684,False,0.00052328272033460969,0.13761515592176465,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
685,False,0.00052202202271890501,0.13729059014360701,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
686,False,0.00052076517300233768,0.13696687993507339,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
687,False,0.00051951221334079899,0.13664409556974988,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
688,False,0.00051826307351775442,0.13632214771001827,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
689,False,0.00051701777273759379,0.13600108004305866,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
690,False,0.00051577627327898301,0.13568085274062014,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
691,False,0.00051453861835988168,0.13536153930698447,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
692,False,0.00051330473834981642,0.13504305163991148,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
693,False,0.00051207462920743665,0.13472540248613996,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
694,False,0.00051084833347645635,0.13440866330063272,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
695,False,0.0005096257818841851,0.13409274570562957,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
696,False,0.00050840699445201497,0.13377769390433514,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
697,False,0.00050719195833655284,0.13346350079297054,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
698,False,0.00050598066179558378,0.1331501619817459,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
699,False,0.00050477309298593159,0.13283767309701489,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
700,False,0.00050356921672031025,0.13252599936055276,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
701,False,0.00050236905286350645,0.13221518346523453,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
702,False,0.00050117258898007644,0.13190521763834795,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
703,False,0.00049997981326754012,0.13159609697891028,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
704,False,0.0004987907146428483,0.1312878174764478,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
705,False,0.00049760525768725817,0.13098034366657885,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
706,False,0.00049642346283795477,0.13067371842038256,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
707,False,0.00049524534195671019,0.13036796644394144,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
708,False,0.00049407082860616815,0.13006300486750888,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
709,False,0.00049289994421154791,0.12975888071287045,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
710,False,0.00049173265355076671,0.12945555618102844,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
711,False,0.00049056900054572237,0.12915310509850997,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
712,False,0.00048940894234807564,0.12885147377676276,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
713,False,0.00048825244524594499,0.12855063017434532,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
714,False,0.00048709955404970055,0.12825065015942982,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
715,False,0.00048595020284849822,0.12795145002468189,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
716,False,0.00048480441320940232,0.12765307585760866,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
717,False,0.00048366217386558902,0.12735552168646791,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
718,False,0.00048252347440846688,0.12705878349481736,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
719,False,0.00048138830474964833,0.12676285834788814,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
720,False,0.00048025663102788921,0.12646771173876914,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
721,True,0.00047912849752714958,62.247608590772543,True,CorrectedCandidate,QualifiedTriggeredCorrection,False,False,False,68,272,0,2,True,False,9.2680791961101161E-11,9.0912965511336097E-07,0,2.9103830456733704E-09
722,False,0.00047800383891370859,0.12587989349430018,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
723,True,0.0004768826764152678,62.876206641772775,True,CorrectedCandidate,QualifiedTriggeredCorrection,False,False,False,68,272,0,2,True,False,2.617622189943912E-10,8.6899297002673848E-07,5.6843418860808015E-14,2.3283064365386963E-09
724,False,0.00047576502292904311,0.12529531251738035,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
725,False,0.00047465081430341833,0.1250042015813051,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
726,False,0.00047354007244565293,0.12471389676534272,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
727,False,0.00047243276321229984,0.12442436181430594,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
728,False,0.00047132893079457371,0.12413566945645016,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
729,False,0.00047022851012345032,0.12384773539241678,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
730,False,0.00046913152216163876,0.12356060424838233,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
731,False,0.00046803795629580999,0.12327426991129187,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
732,False,0.00046694780244974353,0.12298872787744131,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
733,False,0.00046586105098108836,0.12270397563662527,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
734,False,0.00046477766858171954,0.12241997807643656,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
735,False,0.00046369769959186762,0.12213680995239429,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
736,False,0.00046262105604164515,0.12185435593391958,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
737,False,0.00046154781286705343,0.12157273673795999,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
738,False,0.00046047792815782777,0.12129189737709112,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
739,False,0.00045941136915083502,0.12101180409496237,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
740,False,0.00045834815645831627,0.12073249951953358,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
741,False,0.00045728827950848513,0.12045397699074556,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
742,False,0.00045623170474166133,0.12017619980309746,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
743,False,0.00045517845258613527,0.11989920904164819,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
744,False,0.0004541285115712084,0.11962299678151567,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
745,False,0.00045308184851701417,0.1193475265005759,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
746,False,0.00045203848319971243,0.11907283793868828,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
747,False,0.00045099840449041163,0.11879892384610002,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
748,False,0.00044996157917353218,0.11852574700998275,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
749,False,0.00044892802656642248,0.11825334752120398,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
750,False,0.00044789771296230063,0.11798168627746008,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
751,False,0.00044687065733506695,0.11771080183478944,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
752,False,0.00044584682536769071,0.11744065373267176,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
753,False,0.00044482623589081665,0.11717128011770228,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
754,False,0.00044380885437623525,0.116902640561932,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
755,False,0.00044279469980276802,0.11663477264755784,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
756,False,0.00044178373742915047,0.11636763578439968,False,ExplicitCommittedState,NotTriggered,False,False,False,0,0,0,0,True,False,0,0,0,0
